movieId,title_clean,genres,year,avg_rating,num_ratings,weighted_rating,imdbId,tmdbId
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995.0,3.0,1.0,3.2338295334451534,tt0114039,146599
85,Angels and Insects,Drama|Romance,1995.0,3.857142857142857,7.0,3.498777744479076,tt0112365,8447
86,White Squall,Action|Adventure|Drama,1996.0,3.966666666666667,15.0,3.6766737208737164,tt0118158,10534
87,Dunston Checks In,Children|Comedy,1996.0,2.5,7.0,2.951247720223027,tt0116151,17414
88,Black Sheep,Comedy,1996.0,3.15625,16.0,3.195597340750184,tt0115697,13997
89,Nick of Time,Action|Thriller,1995.0,3.25,10.0,3.2532654857825145,tt0113972,2086
92,Mary Reilly,Drama|Horror|Thriller,1996.0,2.625,8.0,2.9811514227580282,tt0117002,9095
93,Vampire in Brooklyn,Comedy|Horror|Romance,1995.0,2.8333333333333335,9.0,3.059642266087921,tt0114825,12158
94,Beautiful Girls,Comedy|Drama|Romance,1996.0,3.95,10.0,3.5972348990663496,tt0115639,9283
95,Broken Arrow,Action|Adventure|Thriller,1996.0,3.0238095238095237,84.0,3.049327869835305,tt0115759,9208
96,In the Bleak Midwinter,Comedy|Drama,1995.0,3.5,1.0,3.27787988704171,tt0113403,40154
97,"Hate (Haine, La)",Crime|Drama,1995.0,3.9,10.0,3.5726656552603613,tt0113247,406
99,Heidi Fleiss: Hollywood Madam,Documentary,1995.0,5.0,2.0,3.538766640203609,tt0113283,63076
100,City Hall,Drama|Thriller,1996.0,2.7857142857142856,14.0,2.9857957126989607,tt0115907,11062
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996.0,3.782608695652174,23.0,3.6193018268564003,tt0115734,13685
102,Mr. Wrong,Comedy,1996.0,2.4,5.0,2.977467816921203,tt0117102,47475
103,Unforgettable,Mystery|Sci-Fi|Thriller,1996.0,3.0,3.0,3.1988005885600574,tt0118040,2045
104,Happy Gilmore,Comedy,1996.0,3.4393939393939394,99.0,3.422074471600608,tt0116483,9614
105,"Bridges of Madison County, The",Drama|Romance,1995.0,3.282608695652174,23.0,3.2744809270158326,tt0112579,688
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994.0,4.0,1.0,3.3219302406382663,tt0110251,11907
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996.0,3.326923076923077,26.0,3.306847812512138,tt0117110,10874
108,Catwalk,Documentary,1996.0,4.0,1.0,3.3219302406382663,tt0112646,89333
110,Braveheart,Action|Drama|War,1995.0,4.031645569620253,237.0,3.9992054588554127,tt0112573,197
111,Taxi Driver,Crime|Drama|Thriller,1976.0,4.105769230769231,104.0,4.0288889466728115,tt0075314,103
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995.0,3.5434782608695654,46.0,3.490750648761491,tt0113326,33542
113,Before and After,Drama|Mystery,1996.0,3.3333333333333335,3.0,3.2737033272539113,tt0115645,43566
116,Anne Frank Remembered,Documentary,1995.0,3.9,5.0,3.4660465819834583,tt0112373,51352
117,"Young Poisoner's Handbook, The",Crime|Drama,1995.0,3.0,1.0,3.2338295334451534,tt0115033,16934
118,If Lucy Fell,Comedy|Romance,1996.0,2.5,2.0,3.1339295391397792,tt0116606,10324
119,"Steal Big, Steal Little",Comedy,1995.0,3.0,2.0,3.214896959352545,tt0114536,78406
121,"Boys of St. Vincent, The",Drama,1992.0,4.0,2.0,3.376831799778077,tt0106473,32119
122,Boomerang,Comedy|Romance,1992.0,2.65625,16.0,2.891999478587727,tt0103859,11066
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994.0,4.375,4.0,3.5682055030564093,tt0109424,11104
125,Flirting With Disaster,Comedy,1996.0,3.5833333333333335,12.0,3.4319390196991746,tt0116324,2074
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994.0,2.0,7.0,2.749526132339219,tt0110647,27793
128,Jupiter's Wife,Documentary,1994.0,3.0,1.0,3.2338295334451534,tt0110217,290157
129,Pie in the Sky,Comedy|Romance,1996.0,2.0,1.0,3.145728826252041,tt0114131,110972
132,Jade,Thriller,1995.0,2.8333333333333335,6.0,3.101165198566736,tt0113451,11863
135,Down Periscope,Comedy,1996.0,2.9516129032258065,31.0,3.0279104805139987,tt0116130,9101
137,Man of the Year,Documentary,1995.0,3.0,1.0,3.2338295334451534,tt0113756,5757
140,Up Close and Personal,Drama|Romance,1996.0,3.5,16.0,3.404320870986873,tt0118055,9302
141,"Birdcage, The",Comedy,1996.0,3.494186046511628,86.0,3.4686436258845683,tt0115685,11000
144,"Brothers McMullen, The",Comedy,1995.0,3.3333333333333335,12.0,3.297714715483137,tt0112585,16388
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995.0,3.2450980392156863,51.0,3.2470082588773526,tt0112442,9737
146,"Amazing Panda Adventure, The",Adventure|Children,1995.0,3.3333333333333335,3.0,3.2737033272539113,tt0112342,30765
147,"Basketball Diaries, The",Drama,1995.0,3.466666666666667,15.0,3.38082327992233,tt0112461,10474
148,"Awfully Big Adventure, An",Drama,1995.0,5.0,1.0,3.4100309478313786,tt0112427,22279
149,Amateur,Crime|Drama|Thriller,1994.0,2.0,1.0,3.145728826252041,tt0109093,30157
150,Apollo 13,Adventure|Drama|IMAX,1995.0,3.845771144278607,201.0,3.8169083895744875,tt0112384,568
151,Rob Roy,Action|Drama|Romance|War,1995.0,3.5454545454545454,44.0,3.4904102903001757,tt0114287,11780
152,"Addiction, The",Drama|Horror,1995.0,1.5,2.0,2.9719946987142474,tt0112288,34996
153,Batman Forever,Action|Adventure|Comedy|Crime,1995.0,2.9160583941605838,137.0,2.9399671207387708,tt0112462,414
154,Beauty of the Day (Belle de jour),Drama,1967.0,3.875,12.0,3.5885340412845514,tt0061395,649
155,Beyond Rangoon,Adventure|Drama|War,1995.0,2.4166666666666665,6.0,2.948266047343794,tt0112495,1873
156,Blue in the Face,Comedy|Drama,1995.0,3.3333333333333335,3.0,3.2737033272539113,tt0112541,5894
157,Canadian Bacon,Comedy|War,1995.0,2.8636363636363638,11.0,3.054055337788336,tt0109370,1775
158,Casper,Adventure|Children,1995.0,2.806451612903226,62.0,2.870825154856845,tt0112642,8839
159,Clockers,Crime|Drama|Mystery,1995.0,2.892857142857143,14.0,3.0473957194436405,tt0112688,20649
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995.0,2.8771929824561404,57.0,2.9354737660971124,tt0112715,10329
161,Crimson Tide,Drama|Thriller|War,1995.0,3.6359223300970873,103.0,3.601267998128432,tt0112740,8963
162,Crumb,Documentary,1994.0,4.205882352941177,17.0,3.846565592603859,tt0109508,26564
163,Desperado,Action|Romance|Western,1995.0,3.5606060606060606,66.0,3.5193684420566846,tt0112851,8068
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995.0,3.3214285714285716,14.0,3.2937957464223615,tt0112857,8512
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995.0,3.5555555555555554,144.0,3.5354957571865486,tt0112864,1572
166,"Doom Generation, The",Comedy|Crime|Drama,1995.0,2.8333333333333335,3.0,3.1613492192131307,tt0112887,13552
168,First Knight,Action|Drama|Romance,1995.0,3.0833333333333335,54.0,3.1111739630777575,tt0113071,6520
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995.0,2.4,10.0,2.8355883410807152,tt0113114,9073
170,Hackers,Action|Adventure|Crime|Thriller,1995.0,3.2285714285714286,35.0,3.2349275522498524,tt0113243,10428
171,Jeffrey,Comedy|Drama,1995.0,3.8333333333333335,6.0,3.468123161501797,tt0113464,17447
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995.0,2.6792452830188678,53.0,2.773547953615579,tt0113481,9886
173,Judge Dredd,Action|Crime|Sci-Fi,1995.0,2.6693548387096775,62.0,2.753341754368791,tt0113492,9482
174,Jury Duty,Comedy,1995.0,2.7,10.0,2.9830038039166444,tt0113500,19326
175,Kids,Drama,1995.0,3.975,20.0,3.7299388592557334,tt0113540,9344
176,Living in Oblivion,Comedy,1995.0,4.3076923076923075,13.0,3.841694736943135,tt0113677,9071
177,Lord of Illusions,Horror,1995.0,2.75,8.0,3.035645415105823,tt0113690,8973
178,Love & Human Remains,Comedy|Drama,1993.0,1.0,1.0,3.0576281190589283,tt0107447,15730
179,Mad Love,Drama|Romance,1995.0,1.5,2.0,2.9719946987142474,tt0113729,47608
180,Mallrats,Comedy|Romance,1995.0,3.4027777777777777,36.0,3.370094435473744,tt0113749,2293
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995.0,2.264705882352941,17.0,2.6400127684342207,tt0113820,9070
183,Mute Witness,Comedy|Horror|Thriller,1994.0,3.5,2.0,3.295864379565311,tt0110604,48787
184,Nadja,Drama,1994.0,3.5,2.0,3.295864379565311,tt0110620,34574
185,"Net, The",Action|Crime|Thriller,1995.0,3.0401785714285716,112.0,3.0584722403386904,tt0113957,1642
186,Nine Months,Comedy|Romance,1995.0,2.8229166666666665,48.0,2.899814587949903,tt0113986,11472
187,Party Girl,Comedy,1995.0,4.125,4.0,3.498522232191484,tt0114095,36196
188,"Prophecy, The",Fantasy|Horror|Mystery,1995.0,3.4583333333333335,12.0,3.364826867591156,tt0114194,11980
189,Reckless,Comedy|Fantasy,1995.0,3.0,1.0,3.2338295334451534,tt0114241,58372
190,Safe,Thriller,1995.0,2.8,5.0,3.107755487604471,tt0114323,32646
191,"Scarlet Letter, The",Drama|Romance,1995.0,2.4166666666666665,6.0,2.948266047343794,tt0114345,10533
193,Showgirls,Drama,1995.0,2.4714285714285715,35.0,2.6505918936123507,tt0114436,10802
194,Smoke,Comedy|Drama,1995.0,3.6666666666666665,18.0,3.5168882594329247,tt0114478,10149
195,Something to Talk About,Comedy|Drama|Romance,1995.0,3.1,10.0,3.1795577543645503,tt0114496,18402
196,Species,Horror|Sci-Fi,1995.0,2.6666666666666665,45.0,2.776951412115325,tt0114508,9348
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0,3.25,28.0,3.2517328194739417,tt0114558,281
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964.0,4.125,4.0,3.498522232191484,tt0058450,5967
201,Three Wishes,Drama|Fantasy,1995.0,3.0,1.0,3.2338295334451534,tt0114663,47939
202,Total Eclipse,Drama|Romance,1995.0,3.0,1.0,3.2338295334451534,tt0114702,36834
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995.0,3.4318181818181817,22.0,3.3756993341455077,tt0114682,9090
204,Under Siege 2: Dark Territory,Action,1995.0,2.716666666666667,30.0,2.8551229270949032,tt0114781,3512
205,Unstrung Heroes,Comedy|Drama,1995.0,3.1666666666666665,9.0,3.21467584449589,tt0114798,52856
206,Unzipped,Documentary,1995.0,3.0,2.0,3.214896959352545,tt0114805,77350
207,"Walk in the Clouds, A",Drama|Romance,1995.0,3.4285714285714284,21.0,3.3717344824119673,tt0114887,9560
208,Waterworld,Action|Adventure|Sci-Fi,1995.0,2.9130434782608696,115.0,2.9413973220260785,tt0114898,9804
209,White Man's Burden,Drama,1995.0,3.1666666666666665,3.0,3.236251957906984,tt0114928,31611
210,Wild Bill,Western,1995.0,3.0,4.0,3.1849475132993206,tt0114938,65796
211,"Browning Version, The",Drama,1994.0,3.5,2.0,3.295864379565311,tt0109340,49805
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995.0,3.0,3.0,3.1988005885600574,tt0112602,26258
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994.0,3.8333333333333335,6.0,3.468123161501797,tt0111579,50797
214,Before the Rain (Pred dozhdot),Drama|War,1994.0,4.0,2.0,3.376831799778077,tt0110882,19155
215,Before Sunrise,Drama|Romance,1995.0,4.041666666666667,24.0,3.8050537351612412,tt0112471,76
216,Billy Madison,Comedy,1995.0,3.326530612244898,49.0,3.31430350738558,tt0112508,11017
217,"Babysitter, The",Drama|Thriller,1995.0,2.3333333333333335,6.0,2.9176862170992055,tt0112438,37141
218,Boys on the Side,Comedy|Drama,1995.0,3.4285714285714284,14.0,3.3553957531670413,tt0112571,9382
219,"Cure, The",Drama,1995.0,3.0,1.0,3.2338295334451534,tt0112757,6715
220,Castle Freak,Horror,1995.0,3.0,1.0,3.2338295334451534,tt0112643,18256
222,Circle of Friends,Drama|Romance,1995.0,3.75,16.0,3.5561198020681015,tt0112679,22625
223,Clerks,Comedy,1994.0,3.855769230769231,104.0,3.8015181293328375,tt0109445,2292
224,Don Juan DeMarco,Comedy|Drama|Romance,1995.0,3.6125,40.0,3.5393002514684504,tt0112883,1909
225,Disclosure,Drama|Thriller,1994.0,3.5384615384615383,52.0,3.4916407134261274,tt0109635,8984
227,Drop Zone,Action|Thriller,1994.0,2.8636363636363638,22.0,2.989308294673494,tt0109676,4954
228,Destiny Turns on the Radio,Comedy,1995.0,2.3333333333333335,3.0,3.04899511117235,tt0112854,62488
229,Death and the Maiden,Drama|Thriller,1994.0,3.4285714285714284,7.0,3.3258735262929555,tt0109579,10531
230,Dolores Claiborne,Drama|Thriller,1995.0,3.3958333333333335,24.0,3.3538249666789133,tt0109642,11929
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994.0,3.0601503759398496,133.0,3.0743220673568326,tt0109686,8467
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994.0,3.892857142857143,14.0,3.6223291157273216,tt0111797,10451
233,Exotica,Drama,1994.0,3.5,12.0,3.3871975849604956,tt0109759,20156
234,Exit to Eden,Comedy,1994.0,2.588235294117647,17.0,2.8411049057958273,tt0109758,18395
235,Ed Wood,Comedy|Drama,1994.0,3.6785714285714284,70.0,3.624190575783236,tt0109707,522
236,French Kiss,Action|Comedy|Romance,1995.0,3.477777777777778,45.0,3.436383635338983,tt0113117,397
237,Forget Paris,Comedy|Romance,1995.0,3.340909090909091,22.0,3.313876767829986,tt0113097,10525
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995.0,4.0,2.0,3.376831799778077,tt0113028,27985
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995.0,3.0,17.0,3.0970403533469626,tt0113198,15789
240,Hideaway,Thriller,1995.0,2.375,4.0,3.0107393361370076,tt0113303,27303
241,Fluke,Children|Drama,1995.0,4.0,1.0,3.3219302406382663,tt0113089,21183
242,Farinelli: il castrato,Drama|Musical,1994.0,3.6,5.0,3.368330828971007,tt0109771,10954
243,Gordy,Children|Comedy|Fantasy,1995.0,3.0,1.0,3.2338295334451534,tt0113199,47867
246,Hoop Dreams,Documentary,1994.0,4.293103448275862,29.0,4.020418209146894,tt0110057,14275
247,Heavenly Creatures,Crime|Drama,1994.0,3.9285714285714284,21.0,3.706655803355723,tt0110005,1024
248,Houseguest,Comedy,1994.0,3.176470588235294,17.0,3.2067269737260204,tt0110066,17207
249,Immortal Beloved,Drama|Romance,1994.0,3.7222222222222223,18.0,3.552160823446364,tt0110116,13701
250,Heavyweights (Heavy Weights),Children|Comedy,1995.0,2.5,6.0,2.978845877588382,tt0110006,14819
251,"Hunted, The",Action,1995.0,3.0,3.0,3.1988005885600574,tt0113360,32631
252,I.Q.,Comedy|Romance,1994.0,3.453488372093023,43.0,3.4152548805932526,tt0110099,11777
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994.0,3.458715596330275,109.0,3.441171605527497,tt0110148,628
254,Jefferson in Paris,Drama,1995.0,3.0,1.0,3.2338295334451534,tt0113463,87729
255,"Jerky Boys, The",Comedy,1995.0,2.0714285714285716,7.0,2.7783435020369063,tt0110189,18713
256,Junior,Comedy|Sci-Fi,1994.0,2.8285714285714287,35.0,2.9262219212715497,tt0110216,6280
257,Just Cause,Mystery|Thriller,1995.0,3.5,14.0,3.3964624243301618,tt0113501,9061
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995.0,2.6,10.0,2.9338653163046677,tt0113538,37108
259,Kiss of Death,Crime|Drama|Thriller,1995.0,3.2,5.0,3.2380431582877396,tt0113552,6071
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0,4.231075697211155,251.0,4.192475015356677,tt0076759,11
261,Little Women,Drama,1994.0,3.880952380952381,42.0,3.7574713767633297,tt0110367,9587
262,"Little Princess, A",Children|Drama,1995.0,3.9047619047619047,21.0,3.690707169025068,tt0113670,19101
263,Ladybird Ladybird,Drama,1994.0,4.0,1.0,3.3219302406382663,tt0110296,49980
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992.0,3.9393939393939394,33.0,3.7763232844826895,tt0103994,18183
266,Legends of the Fall,Drama|Romance|War|Western,1994.0,3.3970588235294117,68.0,3.3784795362054076,tt0110322,4476
267,Major Payne,Comedy,1995.0,2.9411764705882355,17.0,3.060478146553943,tt0110443,11008
269,My Crazy Life (Mi vida loca),Drama,1993.0,3.0,2.0,3.214896959352545,tt0107566,32325
270,Love Affair,Drama|Romance,1994.0,3.4,5.0,3.303186993629373,tt0110391,43742
271,Losing Isaiah,Drama,1995.0,3.5,4.0,3.3243140550291708,tt0113691,28313
272,"Madness of King George, The",Comedy|Drama,1994.0,3.7580645161290325,31.0,3.6324959466318925,tt0110428,11318
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994.0,2.9464285714285716,28.0,3.0300937928902134,tt0109836,3036
274,Man of the House,Comedy,1995.0,2.9285714285714284,7.0,3.1241519384091476,tt0113755,40490
275,Mixed Nuts,Comedy,1994.0,2.0,6.0,2.7953668961208518,tt0110538,24070
276,Milk Money,Comedy|Romance,1994.0,3.25,22.0,3.252054201514463,tt0110516,8986
277,Miracle on 34th Street,Drama,1994.0,3.223684210526316,38.0,3.230692186835073,tt0110527,10510
278,Miami Rhapsody,Comedy,1995.0,1.5,2.0,2.9719946987142474,tt0113808,17402
279,My Family,Drama,1995.0,3.0,2.0,3.214896959352545,tt0113896,38722
280,Murder in the First,Drama|Thriller,1995.0,4.076923076923077,13.0,3.7132186377352854,tt0113870,8438
281,Nobody's Fool,Comedy|Drama|Romance,1994.0,3.7857142857142856,14.0,3.560729108982642,tt0110684,11593
282,Nell,Drama,1994.0,3.3375,40.0,3.320832352358125,tt0110638,1945
283,New Jersey Drive,Crime|Drama,1995.0,3.6666666666666665,3.0,3.3486060659477648,tt0113967,39310
284,New York Cop (Nyû Yôku no koppu),Action|Crime,1993.0,4.5,1.0,3.3659805942348227,tt0117169,109560
285,Beyond Bedlam,Drama|Horror,1993.0,4.0,1.0,3.3219302406382663,tt0106402,56428
287,Nina Takes a Lover,Comedy|Romance,1994.0,3.0,1.0,3.2338295334451534,tt0110671,131957
288,Natural Born Killers,Action|Crime|Thriller,1994.0,3.233695652173913,92.0,3.2359937841232562,tt0110632,241
289,Only You,Comedy|Romance,1994.0,3.5625,8.0,3.389856365366491,tt0110737,9058
290,Once Were Warriors,Crime|Drama,1994.0,4.035714285714286,14.0,3.7044624580535617,tt0110729,527
291,Poison Ivy II,Drama|Thriller,1996.0,2.3333333333333335,3.0,3.04899511117235,tt0114151,18220
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995.0,3.4257425742574257,101.0,3.4100031547001306,tt0114069,6950
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994.0,4.018796992481203,133.0,3.9637495164052545,tt0110413,101
294,"Perez Family, The",Comedy|Romance,1995.0,3.0,2.0,3.214896959352545,tt0114113,63020
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995.0,3.0,1.0,3.2338295334451534,tt0114210,2307
